record_id,Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,first_sem_approval_rate,first_sem_evaluation_intensity,first_sem_no_evaluation_rate,first_sem_progress_index,academic_preparation_gap,first_sem_no_enrollment_flag,first_choice_flag,financial_risk_flag,nontraditional_age_flag
2126,1,43,1,9254,1,1,142.0,1,38,38,9,9,125.9,0,0,0,1,0,1,19,0,0,6,0,0,0.0,0,0,6,11,1,10.0,0,10.8,1.4,1.74,Dropout,0.0,0.0,0.0,0.0,-16.099999999999994,0,0,0,0
2127,1,17,2,9500,1,1,131.0,1,38,1,5,7,118.4,1,0,0,1,0,1,20,0,0,7,9,6,13.76666667,0,0,8,9,8,13.74444444,0,16.2,0.3,-0.92,Dropout,0.8571428571428571,1.2857142857142858,0.0,0.590000000142857,-12.599999999999994,0,0,0,0
2128,1,1,3,9500,1,1,139.0,1,18,18,1,1,130.8,1,0,0,0,0,0,18,0,0,8,9,6,12.75833333,1,0,8,9,6,12.75833333,1,9.4,-0.8,-3.12,Dropout,0.75,1.125,0.125,0.478437499875,-8.199999999999989,0,0,1,0
2129,1,1,1,171,1,1,170.0,1,19,19,8,8,176.7,1,0,0,1,0,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Dropout,0.0,0.0,0.0,0.0,6.699999999999989,1,0,0,0
2130,1,1,1,9070,1,1,182.0,1,19,1,5,7,156.8,1,0,0,1,0,0,18,0,0,6,6,6,12.66666667,0,0,6,8,6,13.25,0,10.8,1.4,1.74,Graduate,1.0,1.0,0.0,0.6333333335,-25.19999999999999,0,0,0,0
2131,1,1,1,9085,1,1,125.0,1,19,37,3,7,126.8,0,0,0,1,0,0,18,0,0,6,13,6,12.0,0,0,6,16,4,12.75,0,11.1,0.6,2.02,Enrolled,1.0,2.1666666666666665,0.0,0.6,1.7999999999999972,0,0,0,0
2132,1,1,1,9238,1,1,142.0,1,1,37,5,7,128.0,0,0,0,1,0,1,19,0,0,6,8,6,12.25,0,0,6,8,6,12.0,0,16.2,0.3,-0.92,Graduate,1.0,1.3333333333333333,0.0,0.6125,-14.0,0,0,0,0
2133,1,1,2,9147,1,1,119.0,1,19,37,4,5,113.8,1,0,0,1,0,0,20,0,0,5,8,3,11.33333333,0,0,5,8,5,12.2,0,7.6,2.6,0.32,Graduate,0.6,1.6,0.0,0.33999999989999996,-5.200000000000003,0,0,0,0
2134,1,17,5,9500,1,1,128.0,1,1,1,4,5,120.8,1,0,0,1,0,1,19,0,0,7,9,7,13.50714286,0,0,8,12,8,13.05,0,16.2,0.3,-0.92,Graduate,1.0,1.2857142857142858,0.0,0.675357143,-7.200000000000003,0,0,0,0
2135,1,1,3,9500,1,1,150.0,1,19,38,1,1,130.8,1,0,0,1,0,0,18,0,0,8,8,7,13.61428571,0,0,8,8,7,13.61428571,0,12.7,3.7,-1.7,Graduate,0.875,1.0,0.0,0.5956249998125001,-19.19999999999999,0,0,0,0
2136,1,39,1,9254,1,1,133.1,1,19,1,4,1,101.0,0,0,1,1,0,0,25,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout,0.0,1.0,0.0,0.0,-32.099999999999994,0,0,1,1
2137,1,17,5,9070,1,1,131.0,1,37,37,9,9,126.1,1,0,0,0,0,0,18,0,0,6,9,4,11.5,1,0,6,6,6,12.16666667,0,7.6,2.6,0.32,Graduate,0.6666666666666666,1.5,0.16666666666666666,0.3833333333333333,-4.900000000000006,0,0,1,0
2138,1,1,5,9773,1,1,118.0,1,38,19,9,9,113.8,1,0,0,1,0,0,19,0,0,6,7,6,12.33333333,0,0,6,7,6,12.5,0,8.9,1.4,3.51,Graduate,1.0,1.1666666666666667,0.0,0.6166666665,-4.200000000000003,0,0,0,0
2139,1,17,2,9556,1,1,122.0,1,19,38,4,8,118.3,1,0,0,1,0,1,19,0,0,7,7,7,11.97142857,0,0,8,8,8,14.4375,0,15.5,2.8,-4.06,Graduate,1.0,1.0,0.0,0.5985714285,-3.700000000000003,0,0,0,0
2140,1,1,1,9147,1,1,116.0,1,19,19,5,8,127.9,0,0,1,0,0,1,20,0,0,5,12,2,13.0,1,0,5,13,2,11.5,0,9.4,-0.8,-3.12,Dropout,0.4,2.4,0.2,0.26,11.900000000000006,0,0,1,0
2141,1,17,5,9500,1,1,137.0,1,1,1,5,4,131.1,1,0,0,1,0,0,18,0,0,7,9,7,12.38571429,0,0,8,9,7,12.72857143,0,13.9,-0.3,0.79,Enrolled,1.0,1.2857142857142858,0.0,0.6192857144999999,-5.900000000000006,0,0,0,0
2142,1,17,4,9085,1,1,128.0,1,38,37,4,9,117.9,1,0,0,1,0,0,20,0,0,5,12,2,13.5,0,0,5,12,5,11.28571429,1,10.8,1.4,1.74,Graduate,0.4,2.4,0.0,0.27,-10.099999999999994,0,0,0,0
2143,1,17,1,9238,1,1,123.0,1,1,1,9,9,115.7,1,0,0,1,0,0,21,0,0,6,8,6,12.16666667,0,0,6,7,6,13.28571429,0,11.1,0.6,2.02,Graduate,1.0,1.3333333333333333,0.0,0.6083333335,-7.299999999999997,0,0,0,0
2144,1,1,2,171,1,1,133.1,1,3,1,2,3,141.0,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate,0.0,0.0,0.0,0.0,7.900000000000006,1,0,0,0
2145,2,39,1,8014,0,12,110.0,1,37,37,7,9,120.0,0,0,0,1,0,0,42,0,0,6,6,6,11.66666667,0,0,6,6,6,13.66666667,0,10.8,1.4,1.74,Graduate,1.0,1.0,0.0,0.5833333334999999,10.0,0,0,0,1
2146,1,17,1,9130,1,1,143.0,1,3,3,2,2,131.8,1,0,1,0,0,0,18,0,0,6,9,5,12.4,0,0,6,12,5,14.16666667,0,8.9,1.4,3.51,Enrolled,0.8333333333333334,1.5,0.0,0.5166666666666667,-11.199999999999989,0,0,1,0
2147,1,1,1,9070,1,1,150.0,1,37,37,9,6,131.1,0,0,0,1,0,1,19,0,0,6,7,5,13.4,0,0,6,6,6,12.83333333,0,15.5,2.8,-4.06,Graduate,0.8333333333333334,1.1666666666666667,0.0,0.5583333333333333,-18.900000000000006,0,0,0,0
2148,1,1,6,9254,1,1,129.0,1,38,19,9,5,117.8,1,0,0,1,0,0,18,0,0,6,11,6,12.0,0,0,6,11,4,12.5,0,8.9,1.4,3.51,Graduate,1.0,1.8333333333333333,0.0,0.6,-11.200000000000003,0,0,0,0
2149,1,10,1,9085,1,1,140.0,1,19,19,4,5,140.0,1,0,0,1,0,0,21,0,0,5,6,5,14.2,0,0,5,5,5,14.8,0,10.8,1.4,1.74,Graduate,1.0,1.2,0.0,0.71,0.0,0,0,0,0
2150,1,1,1,9238,1,1,133.1,1,38,37,5,5,108.0,0,0,0,1,0,1,20,0,0,6,8,6,12.125,0,0,6,7,6,14.42857143,0,16.2,0.3,-0.92,Graduate,1.0,1.3333333333333333,0.0,0.60625,-25.099999999999994,0,0,0,0
2151,1,1,1,9853,1,1,132.0,1,1,19,3,3,122.9,1,0,0,1,0,0,20,0,0,7,7,7,13.85714286,0,0,7,7,7,13.28571429,0,11.1,0.6,2.02,Graduate,1.0,1.0,0.0,0.692857143,-9.099999999999994,0,0,0,0
2152,1,44,1,9085,1,39,130.0,1,3,1,2,9,130.0,1,0,0,1,0,0,21,0,1,6,13,3,11.75,0,1,6,13,5,12.33333333,0,12.4,0.5,1.79,Enrolled,0.5,2.1666666666666665,0.0,0.29375,0.0,0,0,0,0
2153,1,1,4,9500,1,1,137.0,1,38,37,7,7,126.0,1,0,0,1,0,0,19,0,0,7,9,7,14.28333333,0,0,8,9,8,13.12555556,0,15.5,2.8,-4.06,Graduate,1.0,1.2857142857142858,0.0,0.7141666664999999,-11.0,0,0,0,0
2154,1,42,1,9238,1,1,133.1,1,1,19,4,9,134.0,0,0,0,1,0,0,21,0,10,13,21,11,13.27272727,0,6,11,13,9,13.0,0,7.6,2.6,0.32,Graduate,0.8461538461538461,1.6153846153846154,0.0,0.561538461423077,0.9000000000000057,0,0,0,0
2155,1,1,1,9070,1,1,143.0,1,38,19,151,193,134.3,1,1,0,1,0,0,19,0,0,6,6,6,14.66666667,0,0,6,7,6,15.14285714,0,8.9,1.4,3.51,Graduate,1.0,1.0,0.0,0.7333333335,-8.699999999999989,0,0,0,0
2156,1,1,1,9500,1,1,148.0,1,19,19,9,9,138.7,0,0,0,1,0,1,19,0,0,7,10,7,15.115,0,0,8,10,8,15.092,0,15.5,2.8,-4.06,Graduate,1.0,1.4285714285714286,0.0,0.75575,-9.300000000000011,0,0,0,0
2157,1,17,2,171,1,1,137.0,1,1,1,4,1,143.3,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled,0.0,0.0,0.0,0.0,6.300000000000011,1,0,0,0
2158,1,44,1,9085,1,39,160.0,1,37,19,9,10,160.0,1,0,0,1,0,0,22,0,1,6,13,6,15.0,0,1,6,7,6,13.14285714,0,16.2,0.3,-0.92,Graduate,1.0,2.1666666666666665,0.0,0.75,0.0,0,0,0,0
2159,1,1,2,9853,1,1,112.0,1,3,1,3,5,111.0,0,0,0,1,0,0,21,0,0,6,8,5,13.2,0,0,6,9,5,14.33333333,0,9.4,-0.8,-3.12,Graduate,0.8333333333333334,1.3333333333333333,0.0,0.5499999999999999,-1.0,0,0,0,0
2160,1,17,4,9254,1,1,133.0,1,37,37,5,8,128.5,1,0,0,1,0,1,18,0,0,6,14,2,11.0,0,0,6,14,3,10.33333333,0,7.6,2.6,0.32,Dropout,0.3333333333333333,2.3333333333333335,0.0,0.18333333333333335,-4.5,0,0,0,0
2161,1,1,4,9500,1,1,142.0,1,1,3,1,2,133.0,0,0,0,1,0,1,20,0,0,8,8,7,14.56571429,0,0,8,8,7,14.56571429,0,10.8,1.4,1.74,Graduate,0.875,1.0,0.0,0.6372500001875,-9.0,0,0,0,0
2162,1,17,2,9670,1,1,123.0,1,34,37,0,0,114.6,1,0,1,0,0,0,18,0,0,5,8,3,12.0,0,0,5,6,4,10.75,0,7.6,2.6,0.32,Dropout,0.6,1.6,0.0,0.36,-8.400000000000006,0,0,1,0
2163,1,17,1,9238,1,1,103.0,1,19,37,7,9,104.1,0,0,0,1,0,0,20,0,0,6,6,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout,0.0,1.0,0.0,0.0,1.0999999999999943,0,0,0,0
2164,1,17,4,9500,1,1,140.0,1,1,1,3,3,127.6,1,0,0,1,0,0,23,0,0,7,7,6,13.79666667,0,0,8,11,7,13.775,0,12.4,0.5,1.79,Graduate,0.8571428571428571,1.0,0.0,0.5912857144285714,-12.400000000000006,0,0,0,0
2165,1,1,2,9773,1,1,159.0,1,1,1,3,3,151.0,1,0,0,1,0,0,18,0,0,6,6,6,14.83333333,0,0,6,6,6,15.33333333,0,12.7,3.7,-1.7,Graduate,1.0,1.0,0.0,0.7416666665,-8.0,0,0,0,0
2166,1,44,1,9238,1,39,140.0,1,1,1,9,3,135.7,1,0,0,1,0,0,20,0,3,6,6,6,12.83333333,0,2,6,6,6,13.83333333,0,12.4,0.5,1.79,Graduate,1.0,1.0,0.0,0.6416666665,-4.300000000000011,0,0,0,0
2167,1,17,1,9500,1,1,148.0,1,38,37,5,9,137.8,1,0,0,1,0,1,18,0,0,8,8,7,14.96285714,0,0,8,8,7,14.96285714,0,10.8,1.4,1.74,Graduate,0.875,1.0,0.0,0.654624999875,-10.199999999999989,0,0,0,0
2168,1,1,6,9147,1,1,112.0,1,38,38,9,9,117.3,1,0,0,1,0,0,20,0,0,5,8,4,12.0,0,0,5,8,5,11.2,0,11.1,0.6,2.02,Graduate,0.8,1.6,0.0,0.48,5.299999999999997,0,0,0,0
2169,1,18,2,9500,1,1,131.0,1,1,3,3,2,121.2,1,0,0,1,0,0,18,0,0,7,8,7,12.4,0,0,8,9,8,12.8,0,16.2,0.3,-0.92,Graduate,1.0,1.1428571428571428,0.0,0.62,-9.799999999999997,0,0,0,0
2170,1,17,1,9670,1,1,145.0,1,3,3,2,1,129.3,1,0,0,1,0,0,20,0,0,6,7,6,15.57142857,0,0,6,6,6,17.16666667,0,16.2,0.3,-0.92,Graduate,1.0,1.1666666666666667,0.0,0.7785714285,-15.699999999999989,0,0,0,0
2171,1,1,5,9500,1,1,133.1,1,1,1,5,8,123.0,1,0,0,1,0,0,19,0,0,8,8,7,13.71428571,0,0,8,8,7,13.71428571,0,12.7,3.7,-1.7,Graduate,0.875,1.0,0.0,0.5999999998125001,-10.099999999999994,0,0,0,0
2172,1,44,1,9085,1,39,140.0,1,1,19,4,4,140.0,0,0,0,1,0,0,21,0,2,6,9,6,13.14285714,0,0,6,9,6,12.16666667,0,13.9,-0.3,0.79,Graduate,1.0,1.5,0.0,0.657142857,0.0,0,0,0,0
2173,2,7,1,9070,1,43,140.0,1,37,1,9,7,140.0,0,0,0,1,0,0,33,0,0,6,7,6,15.0,0,0,6,8,3,11.0,0,11.1,0.6,2.02,Graduate,1.0,1.1666666666666667,0.0,0.75,0.0,0,0,0,1
2174,1,1,1,9085,1,1,150.0,1,12,2,4,2,144.6,0,0,1,0,0,0,24,0,0,5,6,1,13.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,0.2,1.2,0.0,0.13,-5.400000000000006,0,0,1,0
2175,1,43,1,9238,1,1,120.0,1,1,38,4,3,118.3,0,0,0,1,0,1,20,0,8,11,12,11,12.0,0,6,11,14,11,12.75,0,13.9,-0.3,0.79,Graduate,1.0,1.0909090909090908,0.0,0.6,-1.7000000000000028,0,0,0,0
2176,1,1,1,171,1,1,156.0,1,19,38,9,1,153.6,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate,0.0,0.0,0.0,0.0,-2.4000000000000057,1,0,0,0
2177,1,1,4,9070,1,1,167.0,1,1,1,7,3,158.3,1,0,0,1,0,0,18,0,0,6,6,6,15.16666667,0,0,6,6,6,14.16666667,0,15.5,2.8,-4.06,Graduate,1.0,1.0,0.0,0.7583333335,-8.699999999999989,0,0,0,0
2178,1,43,1,8014,0,6,133.1,1,34,34,0,0,100.0,0,0,1,1,0,0,29,0,1,6,9,4,12.0,0,1,6,13,2,10.5,0,7.6,2.6,0.32,Dropout,0.6666666666666666,1.5,0.0,0.39999999999999997,-33.099999999999994,0,0,1,1
2179,1,17,1,9500,1,1,147.0,1,1,1,5,5,134.9,0,1,0,1,0,0,18,0,0,7,7,7,13.64285714,0,0,8,11,8,14.77272727,0,16.2,0.3,-0.92,Graduate,1.0,1.0,0.0,0.682142857,-12.099999999999994,0,0,0,0
2180,1,1,3,9773,1,1,129.0,1,38,37,5,5,142.0,1,0,0,1,0,0,19,0,0,6,8,6,12.66666667,0,0,6,7,6,12.71428571,0,9.4,-0.8,-3.12,Graduate,1.0,1.3333333333333333,0.0,0.6333333335,13.0,0,0,0,0
2181,1,17,1,171,1,1,136.0,1,38,38,7,7,127.3,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout,0.0,0.0,0.0,0.0,-8.700000000000003,1,0,0,0
2182,1,17,1,9238,1,1,128.0,1,19,19,5,4,116.5,0,0,0,1,0,1,18,0,0,6,8,5,10.8,0,0,6,9,6,10.5,0,12.4,0.5,1.79,Graduate,0.8333333333333334,1.3333333333333333,0.0,0.45000000000000007,-11.5,0,0,0,0
2183,1,43,1,9500,1,1,140.0,1,19,19,7,7,138.6,0,0,0,1,0,1,19,0,0,7,9,6,14.25,0,0,8,11,8,13.06363636,0,16.2,0.3,-0.92,Graduate,0.8571428571428571,1.2857142857142858,0.0,0.6107142857142857,-1.4000000000000057,0,0,0,0
2184,1,42,1,9853,1,1,141.0,1,37,19,9,3,133.0,0,0,0,1,0,0,20,0,6,14,22,12,12.15384615,0,5,12,18,10,12.9,0,10.8,1.4,1.74,Dropout,0.8571428571428571,1.5714285714285714,0.0,0.5208791207142857,-8.0,0,0,0,0
2185,1,17,2,9238,1,1,133.0,1,2,1,3,4,136.2,1,0,0,1,0,0,19,0,0,6,14,1,11.5,0,0,6,12,2,10.5,0,7.6,2.6,0.32,Enrolled,0.16666666666666666,2.3333333333333335,0.0,0.09583333333333333,3.1999999999999886,0,0,0,0
2186,1,17,1,9254,1,1,125.0,1,19,19,7,5,118.0,1,0,0,1,0,1,19,0,0,6,10,4,12.25,0,0,6,9,3,12.33333333,0,9.4,-0.8,-3.12,Graduate,0.6666666666666666,1.6666666666666667,0.0,0.4083333333333333,-7.0,0,0,0,0
2187,1,1,1,9070,1,1,124.0,1,19,37,4,4,126.8,0,0,0,1,0,1,18,0,1,6,8,6,12.0,1,0,6,12,5,11.14285714,0,13.9,-0.3,0.79,Enrolled,1.0,1.3333333333333333,0.16666666666666666,0.6,2.799999999999997,0,0,0,0
2188,1,1,6,9500,1,1,140.0,1,19,38,5,7,128.5,1,0,0,1,0,1,18,0,0,8,8,8,13.40375,0,0,8,8,8,13.40375,0,9.4,-0.8,-3.12,Graduate,1.0,1.0,0.0,0.6701875,-11.5,0,0,0,0
2189,1,17,1,9254,1,1,140.0,1,3,1,2,3,129.9,0,0,0,1,0,1,19,0,0,6,15,6,11.33333333,0,0,6,9,3,12.66666667,0,9.4,-0.8,-3.12,Graduate,1.0,2.5,0.0,0.5666666665,-10.099999999999994,0,0,0,0
2190,1,17,4,9773,1,1,137.0,1,1,1,5,5,125.8,0,0,1,1,1,0,20,0,0,6,7,5,12.2,0,0,6,6,6,12.33333333,0,12.7,3.7,-1.7,Dropout,0.8333333333333334,1.1666666666666667,0.0,0.5083333333333333,-11.200000000000003,0,0,1,0
2191,1,17,1,171,1,1,144.0,1,37,37,9,6,129.3,1,0,0,1,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled,0.0,0.0,0.0,0.0,-14.699999999999989,1,0,0,0
2192,1,1,6,9500,1,1,138.0,1,4,19,2,3,124.7,1,0,0,1,1,0,18,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,16.2,0.3,-0.92,Dropout,0.0,0.0,0.0,0.0,-13.299999999999997,0,0,0,0
2193,1,39,1,9003,1,1,130.0,1,3,1,2,4,154.9,0,0,1,0,1,0,35,0,0,6,8,5,16.16666667,0,0,6,10,4,16.0,0,8.9,1.4,3.51,Dropout,0.8333333333333334,1.3333333333333333,0.0,0.6736111112500001,24.900000000000006,0,0,1,1
2194,1,17,1,9119,1,1,142.0,1,19,38,9,7,127.3,0,0,0,1,1,0,18,0,0,5,10,3,11.0,0,0,5,6,3,11.0,1,16.2,0.3,-0.92,Enrolled,0.6,2.0,0.0,0.33,-14.700000000000003,0,0,0,0
2195,1,1,1,171,1,1,136.0,1,37,19,5,8,129.0,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate,0.0,0.0,0.0,0.0,-7.0,1,0,0,0
2196,1,1,2,9773,1,1,133.1,1,38,19,4,7,98.0,1,0,0,1,1,1,19,0,0,6,8,4,12.0,0,0,6,8,6,12.28571429,0,15.5,2.8,-4.06,Enrolled,0.6666666666666666,1.3333333333333333,0.0,0.39999999999999997,-35.099999999999994,0,0,0,0
2197,1,17,2,9147,1,1,130.0,1,1,38,5,7,122.0,1,0,0,1,1,0,20,0,0,5,8,2,10.5,0,0,5,11,4,12.25,0,10.8,1.4,1.74,Enrolled,0.4,1.6,0.0,0.21000000000000002,-8.0,0,0,0,0
2198,1,43,1,9070,1,1,117.0,1,1,1,4,7,112.5,1,0,0,1,1,0,19,0,3,6,7,3,11.66666667,0,1,6,13,4,10.33333333,0,13.9,-0.3,0.79,Enrolled,0.5,1.1666666666666667,0.0,0.29166666674999997,-4.5,0,0,0,0
2199,1,1,3,9147,1,1,136.0,1,38,38,9,9,127.3,1,0,0,1,1,0,19,0,0,5,8,3,11.0,0,0,5,7,2,10.0,0,12.7,3.7,-1.7,Dropout,0.6,1.6,0.0,0.33,-8.700000000000003,0,0,0,0
2200,1,39,2,9556,1,1,133.1,1,1,1,9,10,100.5,0,0,0,1,1,0,24,0,0,7,18,0,0.0,0,0,7,13,0,0.0,1,11.1,0.6,2.02,Dropout,0.0,2.5714285714285716,0.0,0.0,-32.599999999999994,0,0,0,0
2201,1,39,1,8014,0,1,140.0,1,37,37,9,7,122.0,1,0,1,0,1,0,29,0,0,6,11,4,12.5,0,0,6,7,0,0.0,0,12.4,0.5,1.79,Dropout,0.6666666666666666,1.8333333333333333,0.0,0.41666666666666663,-18.0,0,0,1,1
2202,1,39,1,9500,1,1,150.0,1,38,3,9,1,140.0,0,0,0,1,1,0,24,0,0,7,11,7,11.29444444,0,0,8,22,2,12.6,0,15.5,2.8,-4.06,Graduate,1.0,1.5714285714285714,0.0,0.564722222,-10.0,0,0,0,0
2203,1,17,2,9254,1,1,121.0,1,19,38,6,6,116.1,1,0,0,1,1,0,19,0,0,6,8,5,11.2,0,0,6,11,4,12.5,0,15.5,2.8,-4.06,Graduate,0.8333333333333334,1.3333333333333333,0.0,0.4666666666666666,-4.900000000000006,0,0,0,0
2204,2,7,1,171,1,3,120.0,1,19,19,9,9,130.0,1,0,0,1,1,0,37,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout,0.0,0.0,0.0,0.0,10.0,1,0,0,1
2205,1,5,2,9070,1,1,143.0,1,1,1,4,10,146.2,1,0,0,1,1,0,18,0,0,6,7,5,13.2,0,0,6,6,5,11.8,0,16.2,0.3,-0.92,Graduate,0.8333333333333334,1.1666666666666667,0.0,0.5499999999999999,3.1999999999999886,0,0,0,0
2206,1,44,1,9119,1,39,180.0,1,1,1,9,8,180.0,0,0,0,1,1,1,20,0,3,7,12,6,14.14285714,0,1,6,10,6,14.125,0,12.4,0.5,1.79,Enrolled,0.8571428571428571,1.7142857142857142,0.0,0.6061224488571428,0.0,0,0,0,0
2207,1,1,5,9147,1,1,132.0,1,39,39,3,3,127.8,1,0,0,0,1,0,18,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,11.1,0.6,2.02,Dropout,0.0,0.0,0.0,0.0,-4.200000000000003,0,0,1,0
2208,1,43,1,9147,1,1,130.0,1,37,19,9,8,130.8,0,0,0,1,1,0,22,0,0,5,5,0,0.0,0,0,5,9,3,13.33333333,2,16.2,0.3,-0.92,Enrolled,0.0,1.0,0.0,0.0,0.8000000000000114,0,0,0,0
2209,1,17,2,9147,1,1,133.1,1,38,38,4,7,109.0,1,0,0,1,1,1,22,0,0,5,7,3,12.33333333,0,0,5,9,3,10.57142857,0,10.8,1.4,1.74,Enrolled,0.6,1.4,0.0,0.3699999999,-24.099999999999994,0,0,0,0
2210,1,1,5,9773,1,1,131.0,1,1,38,9,5,132.4,1,0,1,0,1,0,18,0,0,6,6,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,0.0,1.0,0.0,0.0,1.4000000000000057,0,0,1,0
2211,1,1,3,9500,1,1,149.0,1,1,1,4,4,129.3,1,0,0,1,1,0,18,0,0,8,8,7,13.1,0,0,8,8,7,13.1,0,12.7,3.7,-1.7,Graduate,0.875,1.0,0.0,0.573125,-19.69999999999999,0,0,0,0
2212,1,1,1,9070,1,1,124.0,1,37,37,9,9,125.4,1,0,0,1,1,0,19,0,0,6,6,6,13.5,0,0,6,6,6,13.16666667,0,9.4,-0.8,-3.12,Graduate,1.0,1.0,0.0,0.675,1.4000000000000057,0,0,0,0
2213,1,1,1,9119,1,1,126.0,1,38,19,5,5,130.2,0,0,0,1,1,0,19,0,0,5,7,5,10.2,0,0,5,8,3,12.0,0,10.8,1.4,1.74,Enrolled,1.0,1.4,0.0,0.51,4.199999999999989,0,0,0,0
2214,1,1,1,9238,1,1,140.0,1,19,38,9,9,132.0,0,0,0,1,1,0,19,0,0,6,10,5,11.57142857,0,0,6,10,3,13.0,0,16.2,0.3,-0.92,Dropout,0.8333333333333334,1.6666666666666667,0.0,0.4821428570833333,-8.0,0,0,0,0
2215,1,44,1,9003,1,39,170.0,1,19,19,9,7,170.0,1,0,1,1,1,0,21,0,0,6,7,6,15.28571429,0,0,6,6,6,15.16666667,0,12.4,0.5,1.79,Graduate,1.0,1.1666666666666667,0.0,0.7642857144999999,0.0,0,0,1,0
2216,1,1,2,9773,1,1,133.0,1,3,1,2,4,130.2,0,0,0,1,1,0,19,0,0,6,9,5,12.6,0,6,10,16,8,11.0,1,8.9,1.4,3.51,Enrolled,0.8333333333333334,1.5,0.0,0.525,-2.8000000000000114,0,0,0,0
2217,1,18,2,9556,1,1,126.0,1,3,3,2,2,115.5,0,0,0,1,1,0,18,0,0,7,11,6,13.43333333,0,0,7,10,4,13.6,0,8.9,1.4,3.51,Graduate,0.8571428571428571,1.5714285714285714,0.0,0.5757142855714285,-10.5,0,0,0,0
2218,1,16,2,9147,1,1,129.0,1,19,19,4,9,127.6,1,0,0,1,1,0,19,0,0,5,8,5,11.6,0,0,5,9,3,11.0,0,10.8,1.4,1.74,Dropout,1.0,1.6,0.0,0.58,-1.4000000000000057,0,0,0,0
2219,1,7,1,9773,1,43,140.0,1,19,1,4,8,140.0,0,0,0,1,1,0,25,0,0,6,6,6,14.66666667,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate,1.0,1.0,0.0,0.7333333335,0.0,0,0,0,1
2220,1,1,1,9070,1,1,130.0,1,37,1,9,8,120.2,1,0,0,1,1,0,22,0,0,6,9,6,14.66666667,0,0,6,12,6,14.66666667,0,12.7,3.7,-1.7,Graduate,1.0,1.5,0.0,0.7333333335,-9.799999999999997,0,0,0,0
2221,1,39,1,9500,1,1,130.0,1,1,1,4,9,150.0,0,0,0,1,1,0,24,0,0,8,8,7,12.74285714,0,0,8,8,7,12.74285714,0,12.7,3.7,-1.7,Graduate,0.875,1.0,0.0,0.557499999875,20.0,0,0,0,0
2222,1,1,2,9500,1,1,99.0,1,1,3,5,10,100.0,1,0,0,1,1,0,19,0,0,7,9,7,11.975,0,0,8,9,7,13.12857143,0,13.9,-0.3,0.79,Graduate,1.0,1.2857142857142858,0.0,0.59875,1.0,0,0,0,0
2223,1,43,1,9119,1,1,146.0,1,3,1,2,3,100.0,0,0,0,1,1,0,18,0,0,5,9,4,12.25,0,0,5,11,3,11.66666667,0,13.9,-0.3,0.79,Enrolled,0.8,1.8,0.0,0.49000000000000005,-46.0,0,0,0,0
2224,1,17,1,171,1,1,129.0,1,38,37,4,6,128.0,0,0,0,0,1,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,0.0,0.0,0.0,0.0,-1.0,1,0,1,0
2225,1,1,2,9500,1,1,132.0,1,19,19,9,7,128.0,1,0,0,1,1,1,19,0,0,8,8,7,14.93571429,0,0,8,8,7,14.93571429,0,10.8,1.4,1.74,Graduate,0.875,1.0,0.0,0.6534375001875,-4.0,0,0,0,0
